Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
13,4,2015-04-30,15542,1887,1,0,0,0
13,5,2015-05-01,0,0,0,0,a,0
13,6,2015-05-02,13372,1441,1,0,0,0
13,7,2015-05-03,0,0,0,0,0,0
13,1,2015-05-04,17985,2089,1,0,0,0
13,2,2015-05-05,19517,2143,1,1,0,0
13,3,2015-05-06,17377,1702,1,1,0,0
13,4,2015-05-07,16402,1485,1,1,0,0
13,5,2015-05-08,19868,2214,1,1,0,0
13,6,2015-05-09,14621,1681,1,1,0,0
13,7,2015-05-10,0,0,0,0,0,0
13,1,2015-05-11,22654,2668,1,1,0,0
13,2,2015-05-12,19643,2298,1,1,0,0
13,3,2015-05-13,18749,1930,1,1,0,0
13,4,2015-05-14,17678,1583,1,1,0,0
13,5,2015-05-15,19212,2178,1,1,0,0
13,6,2015-05-16,15050,1635,1,1,0,0
13,7,2015-05-17,0,0,0,0,0,0
13,1,2015-05-18,21414,2348,1,1,0,0
13,2,2015-05-19,15210,1881,1,0,0,0
13,3,2015-05-20,14819,1461,1,0,0,0
13,4,2015-05-21,16424,1702,1,0,0,0
13,5,2015-05-22,19670,2008,1,0,0,0
13,6,2015-05-23,13564,1445,1,0,0,0
13,7,2015-05-24,0,0,0,0,0,0
13,1,2015-05-25,17939,1972,1,0,0,0
13,2,2015-05-26,14490,1677,1,0,0,0
13,3,2015-05-27,15028,1388,1,0,0,0
13,4,2015-05-28,13468,1740,1,0,0,0
13,5,2015-05-29,17720,1890,1,0,0,0
13,6,2015-05-30,14881,1576,1,0,0,0
13,7,2015-05-31,0,0,0,0,0,0
13,1,2015-06-01,17409,2108,1,0,0,0
13,2,2015-06-02,16998,1988,1,1,0,0
13,3,2015-06-03,17244,1680,1,1,0,0
13,4,2015-06-04,16961,1599,1,1,0,0
13,5,2015-06-05,18793,2050,1,1,0,0
13,6,2015-06-06,16903,1931,1,1,0,0
13,7,2015-06-07,0,0,0,0,0,0
13,1,2015-06-08,21501,2097,1,1,0,0
13,2,2015-06-09,18825,1828,1,1,0,0
13,3,2015-06-10,17943,2474,1,1,0,0
13,4,2015-06-11,18920,2502,1,1,0,0
13,5,2015-06-12,18386,1913,1,1,0,0
13,6,2015-06-13,16138,1661,1,1,0,0
13,7,2015-06-14,0,0,0,0,0,0
13,1,2015-06-15,20646,2179,1,1,0,0
13,2,2015-06-16,17338,1864,1,0,0,0
13,3,2015-06-17,16974,1783,1,0,0,0
13,4,2015-06-18,15700,1788,1,0,0,0
13,5,2015-06-19,17690,1864,1,0,0,0
13,6,2015-06-20,13646,1523,1,0,0,0
13,7,2015-06-21,0,0,0,0,0,0
13,1,2015-06-22,18589,2322,1,0,0,0
13,2,2015-06-23,17108,1828,1,0,0,0
13,3,2015-06-24,16339,1611,1,0,0,0
13,4,2015-06-25,15267,1652,1,0,0,0
13,5,2015-06-26,16271,1765,1,0,0,0
13,6,2015-06-27,11961,1139,1,0,0,0
13,7,2015-06-28,0,0,0,0,0,0
13,1,2015-06-29,18924,1738,1,0,0,0
13,2,2015-06-30,18917,1673,1,1,0,0
13,3,2015-07-01,17528,1836,1,1,0,1
13,4,2015-07-02,17609,2054,1,1,0,1
13,5,2015-07-03,20651,2274,1,1,0,1
13,6,2015-07-04,15992,1606,1,1,0,1
13,7,2015-07-05,0,0,0,0,0,1
13,1,2015-07-06,20432,2359,1,1,0,1
13,2,2015-07-07,20613,2124,1,1,0,1
13,3,2015-07-08,17588,1984,1,1,0,1
13,4,2015-07-09,15229,1623,1,1,0,1
13,5,2015-07-10,22463,2397,1,1,0,1
13,6,2015-07-11,13990,1427,1,1,0,1
13,7,2015-07-12,0,0,0,0,0,1
13,1,2015-07-13,22391,2266,1,1,0,1
13,2,2015-07-14,15842,1730,1,0,0,1
13,3,2015-07-15,15292,1695,1,0,0,1
13,4,2015-07-16,16310,1745,1,0,0,1
13,5,2015-07-17,18061,2052,1,0,0,1
13,6,2015-07-18,12817,1333,1,0,0,1
13,7,2015-07-19,0,0,0,0,0,1
13,1,2015-07-20,19049,2041,1,0,0,1
13,2,2015-07-21,15267,1625,1,0,0,1
13,3,2015-07-22,17863,2084,1,0,0,1
13,4,2015-07-23,14287,1554,1,0,0,1
13,5,2015-07-24,15277,1470,1,0,0,1
13,6,2015-07-25,12394,1186,1,0,0,1
13,7,2015-07-26,0,0,0,0,0,1
13,1,2015-07-27,19454,1961,1,0,0,1
13,2,2015-07-28,17768,2140,1,1,0,1
13,3,2015-07-29,18541,2002,1,1,0,1
13,4,2015-07-30,19169,1979,1,1,0,1
13,5,2015-07-31,20851,1945,1,1,0,1
14,2,2013-01-01,0,0,0,1,a,1
14,3,2013-01-02,7239,750,1,1,0,1
14,4,2013-01-03,7434,774,1,1,0,1
14,5,2013-01-04,8097,888,1,1,0,1
14,6,2013-01-05,7512,681,1,1,0,1
14,7,2013-01-06,0,0,0,0,0,1
14,1,2013-01-07,8991,1006,1,1,0,0
14,2,2013-01-08,7884,774,1,1,0,0
14,3,2013-01-09,6939,716,1,1,0,0
14,4,2013-01-10,7055,781,1,1,0,0
14,5,2013-01-11,7979,881,1,1,0,0
14,6,2013-01-12,6380,688,1,1,0,0
14,7,2013-01-13,0,0,0,0,0,0
14,1,2013-01-14,10269,956,1,1,0,0
14,2,2013-01-15,6579,659,1,0,0,0
14,3,2013-01-16,7026,681,1,0,0,0
14,4,2013-01-17,6965,761,1,0,0,0
14,5,2013-01-18,8721,880,1,0,0,0
14,6,2013-01-19,5941,720,1,0,0,0
14,7,2013-01-20,0,0,0,0,0,0
14,1,2013-01-21,7774,810,1,0,0,0
14,2,2013-01-22,7485,683,1,0,0,0
14,3,2013-01-23,7363,685,1,0,0,0
14,4,2013-01-24,6477,697,1,0,0,0
14,5,2013-01-25,7690,869,1,0,0,0
14,6,2013-01-26,5680,640,1,0,0,0
14,7,2013-01-27,0,0,0,0,0,0
14,1,2013-01-28,7899,749,1,0,0,0
14,2,2013-01-29,8806,896,1,1,0,0
14,3,2013-01-30,7679,775,1,1,0,0
14,4,2013-01-31,8092,797,1,1,0,0
14,5,2013-02-01,9586,1101,1,1,0,0
14,6,2013-02-02,6621,741,1,1,0,0
14,7,2013-02-03,0,0,0,0,0,0
14,1,2013-02-04,10104,1138,1,1,0,0
14,2,2013-02-05,7270,878,1,1,0,0
14,3,2013-02-06,7941,920,1,1,0,0
14,4,2013-02-07,7611,736,1,1,0,0
14,5,2013-02-08,8735,949,1,1,0,0
14,6,2013-02-09,7256,750,1,1,0,0
14,7,2013-02-10,0,0,0,0,0,0
14,1,2013-02-11,9061,924,1,1,0,0
14,2,2013-02-12,7871,848,1,0,0,0
14,3,2013-02-13,7812,793,1,0,0,0
14,4,2013-02-14,5641,619,1,0,0,0
14,5,2013-02-15,8364,845,1,0,0,0
14,6,2013-02-16,6371,702,1,0,0,0
14,7,2013-02-17,0,0,0,0,0,0
14,1,2013-02-18,7940,855,1,0,0,0
14,2,2013-02-19,7280,765,1,0,0,0
14,3,2013-02-20,7357,757,1,0,0,0
14,4,2013-02-21,7037,773,1,0,0,0
14,5,2013-02-22,6627,705,1,0,0,0
14,6,2013-02-23,6741,699,1,0,0,0
14,7,2013-02-24,0,0,0,0,0,0
14,1,2013-02-25,7945,842,1,0,0,0
14,2,2013-02-26,9015,1026,1,1,0,0
14,3,2013-02-27,9632,1007,1,1,0,0
14,4,2013-02-28,8967,893,1,1,0,0
14,5,2013-03-01,9888,1172,1,1,0,0
14,6,2013-03-02,7290,863,1,1,0,0
14,7,2013-03-03,0,0,0,0,0,0
14,1,2013-03-04,10352,1108,1,1,0,0
14,2,2013-03-05,8778,1134,1,1,0,0
14,3,2013-03-06,8611,865,1,1,0,0
14,4,2013-03-07,7907,845,1,1,0,0
14,5,2013-03-08,8456,1110,1,1,0,0
14,6,2013-03-09,7935,922,1,1,0,0
14,7,2013-03-10,0,0,0,0,0,0
14,1,2013-03-11,10290,1273,1,1,0,0
14,2,2013-03-12,7670,746,1,0,0,0
14,3,2013-03-13,7130,739,1,0,0,0
14,4,2013-03-14,7665,763,1,0,0,0
14,5,2013-03-15,7454,859,1,0,0,0
14,6,2013-03-16,6535,665,1,0,0,0
14,7,2013-03-17,0,0,0,0,0,0
14,1,2013-03-18,9249,990,1,0,0,0
14,2,2013-03-19,7688,786,1,0,0,0
14,3,2013-03-20,6917,732,1,0,0,0
14,4,2013-03-21,7127,702,1,0,0,0
14,5,2013-03-22,8657,901,1,0,0,0
14,6,2013-03-23,5926,649,1,0,0,0
14,7,2013-03-24,0,0,0,0,0,0
14,1,2013-03-25,8504,822,1,0,0,0
14,2,2013-03-26,8497,888,1,1,0,0
14,3,2013-03-27,8921,844,1,1,0,0
14,4,2013-03-28,8867,952,1,1,0,0
14,5,2013-03-29,9411,1001,1,1,0,0
14,6,2013-03-30,7910,832,1,1,0,0
14,7,2013-03-31,0,0,0,0,0,0
14,1,2013-04-01,0,0,0,1,b,0
14,2,2013-04-02,10024,1123,1,1,0,0
14,3,2013-04-03,8456,971,1,1,0,0
14,4,2013-04-04,8426,879,1,1,0,0
14,5,2013-04-05,10810,1034,1,1,0,0
14,6,2013-04-06,7266,716,1,1,0,0
14,7,2013-04-07,0,0,0,0,0,0
14,1,2013-04-08,11570,1102,1,1,0,0
14,2,2013-04-09,6937,729,1,0,0,0
14,3,2013-04-10,7279,836,1,0,0,0
14,4,2013-04-11,7241,785,1,0,0,0
14,5,2013-04-12,8708,921,1,0,0,0
14,6,2013-04-13,7304,804,1,0,0,0
14,7,2013-04-14,0,0,0,0,0,0
14,1,2013-04-15,9163,894,1,0,0,0
14,2,2013-04-16,8348,1029,1,0,0,0
14,3,2013-04-17,7976,850,1,0,0,0
14,4,2013-04-18,7984,1112,1,0,0,0
14,5,2013-04-19,8450,896,1,0,0,0
14,6,2013-04-20,6908,734,1,0,0,0
14,7,2013-04-21,0,0,0,0,0,0
14,1,2013-04-22,9366,877,1,0,0,0
14,2,2013-04-23,9636,940,1,1,0,0
14,3,2013-04-24,9282,1063,1,1,0,0
14,4,2013-04-25,10057,1158,1,1,0,0
14,5,2013-04-26,9669,1121,1,1,0,0
14,6,2013-04-27,7397,690,1,1,0,0
14,7,2013-04-28,0,0,0,0,0,0
14,1,2013-04-29,9818,1068,1,1,0,0
14,2,2013-04-30,10254,1168,1,1,0,0
14,3,2013-05-01,0,0,0,1,a,0
14,4,2013-05-02,9488,972,1,1,0,0
14,5,2013-05-03,10804,1123,1,1,0,0
14,6,2013-05-04,7986,1034,1,1,0,0
14,7,2013-05-05,0,0,0,0,0,0
14,1,2013-05-06,11217,1156,1,1,0,0
14,2,2013-05-07,9149,969,1,0,0,0
14,3,2013-05-08,7344,800,1,0,0,0
14,4,2013-05-09,9149,916,1,0,0,0
14,5,2013-05-10,8793,1054,1,0,0,0
14,6,2013-05-11,7097,786,1,0,0,0
14,7,2013-05-12,0,0,0,0,0,0
14,1,2013-05-13,9677,1078,1,0,0,0
14,2,2013-05-14,9468,971,1,0,0,0
14,3,2013-05-15,8710,1015,1,0,0,0
14,4,2013-05-16,7668,867,1,0,0,0
14,5,2013-05-17,9681,1199,1,0,0,0
14,6,2013-05-18,6743,859,1,0,0,0
14,7,2013-05-19,0,0,0,0,0,0
14,1,2013-05-20,8650,877,1,0,0,0
14,2,2013-05-21,10303,1095,1,1,0,0
14,3,2013-05-22,9152,878,1,1,0,0
14,4,2013-05-23,9479,1032,1,1,0,0
14,5,2013-05-24,9591,1229,1,1,0,0
14,6,2013-05-25,8000,818,1,1,0,0
14,7,2013-05-26,0,0,0,0,0,0
14,1,2013-05-27,12684,1321,1,1,0,0
14,2,2013-05-28,10705,1395,1,1,0,0
14,3,2013-05-29,10309,1111,1,1,0,0
14,4,2013-05-30,8996,894,1,1,0,0
14,5,2013-05-31,10561,1060,1,1,0,0
14,6,2013-06-01,8741,940,1,1,0,0
14,7,2013-06-02,0,0,0,0,0,0
14,1,2013-06-03,10820,1189,1,1,0,0
14,2,2013-06-04,8120,877,1,0,0,0
14,3,2013-06-05,8753,875,1,0,0,0
14,4,2013-06-06,8865,996,1,0,0,0
14,5,2013-06-07,10392,1157,1,0,0,0
14,6,2013-06-08,7024,853,1,0,0,0
14,7,2013-06-09,0,0,0,0,0,0
14,1,2013-06-10,9949,1076,1,0,0,0
14,2,2013-06-11,8980,1058,1,0,0,0
14,3,2013-06-12,8738,860,1,0,0,0
14,4,2013-06-13,9167,973,1,0,0,0
14,5,2013-06-14,9161,1034,1,0,0,0
14,6,2013-06-15,7332,721,1,0,0,0
14,7,2013-06-16,0,0,0,0,0,0
14,1,2013-06-17,9027,1101,1,0,0,0
14,2,2013-06-18,11570,1132,1,1,0,0
14,3,2013-06-19,10485,1194,1,1,0,0
14,4,2013-06-20,10701,901,1,1,0,0
14,5,2013-06-21,10772,1184,1,1,0,0
14,6,2013-06-22,8270,1054,1,1,0,0
14,7,2013-06-23,0,0,0,0,0,0
14,1,2013-06-24,11275,1198,1,1,0,0
14,2,2013-06-25,11135,1153,1,1,0,0
14,3,2013-06-26,10214,1046,1,1,0,0
14,4,2013-06-27,11241,1343,1,1,0,0
14,5,2013-06-28,10692,1384,1,1,0,0
14,6,2013-06-29,7939,720,1,1,0,0
14,7,2013-06-30,0,0,0,0,0,0
14,1,2013-07-01,12508,1162,1,1,0,1
14,2,2013-07-02,7468,756,1,0,0,1
14,3,2013-07-03,8762,913,1,0,0,1
14,4,2013-07-04,9111,1003,1,0,0,1
14,5,2013-07-05,9466,837,1,0,0,1
14,6,2013-07-06,7583,852,1,0,0,1
14,7,2013-07-07,0,0,0,0,0,1
14,1,2013-07-08,10133,1014,1,0,0,1
14,2,2013-07-09,8075,905,1,0,0,1
14,3,2013-07-10,9141,1057,1,0,0,1
14,4,2013-07-11,8078,858,1,0,0,1
14,5,2013-07-12,9461,945,1,0,0,1
14,6,2013-07-13,7771,709,1,0,0,1
14,7,2013-07-14,0,0,0,0,0,1
14,1,2013-07-15,9417,1173,1,0,0,1
14,2,2013-07-16,10859,1055,1,1,0,1
14,3,2013-07-17,11532,1330,1,1,0,1
14,4,2013-07-18,10577,1214,1,1,0,1
14,5,2013-07-19,10380,1150,1,1,0,1
14,6,2013-07-20,7771,866,1,1,0,1
14,7,2013-07-21,0,0,0,0,0,1
14,1,2013-07-22,11901,1566,1,1,0,1
14,2,2013-07-23,10878,1025,1,1,0,1
14,3,2013-07-24,9409,924,1,1,0,1
14,4,2013-07-25,9268,981,1,1,0,1
14,5,2013-07-26,11044,1272,1,1,0,1
14,6,2013-07-27,8329,797,1,1,0,1
14,7,2013-07-28,0,0,0,0,0,1
14,1,2013-07-29,11000,1222,1,1,0,1
14,2,2013-07-30,9588,1177,1,0,0,1
14,3,2013-07-31,9063,916,1,0,0,1
14,4,2013-08-01,9246,1006,1,0,0,1
14,5,2013-08-02,9632,996,1,0,0,1
14,6,2013-08-03,7215,752,1,0,0,1
14,7,2013-08-04,0,0,0,0,0,1
14,1,2013-08-05,10301,1069,1,0,0,1
14,2,2013-08-06,9323,1012,1,0,0,1
14,3,2013-08-07,7694,777,1,0,0,1
14,4,2013-08-08,9003,881,1,0,0,1
14,5,2013-08-09,9298,869,1,0,0,1
14,6,2013-08-10,6925,809,1,0,0,1
14,7,2013-08-11,0,0,0,0,0,1
14,1,2013-08-12,11036,1348,1,0,0,1
14,2,2013-08-13,10113,985,1,1,0,1
14,3,2013-08-14,10750,1196,1,1,0,1
14,4,2013-08-15,8848,873,1,1,0,1
14,5,2013-08-16,11504,1080,1,1,0,1
14,6,2013-08-17,8257,856,1,1,0,1
14,7,2013-08-18,0,0,0,0,0,1
14,1,2013-08-19,12627,1340,1,1,0,1
14,2,2013-08-20,9556,1047,1,1,0,1
14,3,2013-08-21,10405,1001,1,1,0,1
14,4,2013-08-22,9539,1013,1,1,0,1
14,5,2013-08-23,9701,1250,1,1,0,1
14,6,2013-08-24,7336,719,1,1,0,1
14,7,2013-08-25,0,0,0,0,0,1
14,1,2013-08-26,11695,1227,1,1,0,1
14,2,2013-08-27,7795,879,1,0,0,1
14,3,2013-08-28,7956,928,1,0,0,1
14,4,2013-08-29,8298,935,1,0,0,1
14,5,2013-08-30,8853,917,1,0,0,1
14,6,2013-08-31,7343,915,1,0,0,1
14,7,2013-09-01,0,0,0,0,0,0
14,1,2013-09-02,7720,808,1,0,0,0
14,2,2013-09-03,8820,838,1,0,0,0
14,3,2013-09-04,8623,857,1,0,0,0
14,4,2013-09-05,7530,844,1,0,0,0
14,5,2013-09-06,8336,1023,1,0,0,0
14,6,2013-09-07,6077,687,1,0,0,0
14,7,2013-09-08,0,0,0,0,0,0
14,1,2013-09-09,9072,932,1,0,0,0
14,2,2013-09-10,10806,1083,1,1,0,0
14,3,2013-09-11,10148,1128,1,1,0,0
14,4,2013-09-12,8858,896,1,1,0,0
14,5,2013-09-13,11151,1346,1,1,0,0
14,6,2013-09-14,7777,759,1,1,0,0
14,7,2013-09-15,0,0,0,0,0,0
14,1,2013-09-16,10925,1379,1,1,0,0
14,2,2013-09-17,10673,944,1,1,0,0
14,3,2013-09-18,9604,1000,1,1,0,0
14,4,2013-09-19,9945,1037,1,1,0,0
14,5,2013-09-20,10855,1356,1,1,0,0
14,6,2013-09-21,7913,791,1,1,0,0
14,7,2013-09-22,0,0,0,0,0,0
14,1,2013-09-23,10504,1125,1,1,0,0
14,2,2013-09-24,7909,774,1,0,0,0
14,3,2013-09-25,7562,725,1,0,0,0
14,4,2013-09-26,7913,798,1,0,0,0
14,5,2013-09-27,8352,1075,1,0,0,0
14,6,2013-09-28,6451,752,1,0,0,0
14,7,2013-09-29,0,0,0,0,0,0
14,1,2013-09-30,10408,1088,1,0,0,0
14,2,2013-10-01,7752,810,1,0,0,0
14,3,2013-10-02,7862,890,1,0,0,0
14,4,2013-10-03,0,0,0,0,a,0
14,5,2013-10-04,8594,822,1,0,0,0
14,6,2013-10-05,6673,624,1,0,0,0
14,7,2013-10-06,0,0,0,0,0,0
14,1,2013-10-07,9110,916,1,0,0,0
14,2,2013-10-08,8685,868,1,1,0,0
14,3,2013-10-09,8559,906,1,1,0,0
14,4,2013-10-10,8181,958,1,1,0,0
14,5,2013-10-11,9643,1153,1,1,0,0
14,6,2013-10-12,7079,671,1,1,0,0
14,7,2013-10-13,0,0,0,0,0,0
14,1,2013-10-14,9974,1009,1,1,0,0
14,2,2013-10-15,8703,900,1,1,0,0
14,3,2013-10-16,8532,879,1,1,0,0
14,4,2013-10-17,9145,935,1,1,0,0
14,5,2013-10-18,7640,760,1,1,0,0
14,6,2013-10-19,7396,832,1,1,0,0
14,7,2013-10-20,0,0,0,0,0,0
14,1,2013-10-21,11118,1248,1,1,0,0
14,2,2013-10-22,8204,847,1,0,0,0
14,3,2013-10-23,7586,887,1,0,0,0
14,4,2013-10-24,8100,865,1,0,0,0
14,5,2013-10-25,7959,887,1,0,0,0
14,6,2013-10-26,6040,634,1,0,0,0
14,7,2013-10-27,0,0,0,0,0,0
14,1,2013-10-28,8756,916,1,0,0,0
14,2,2013-10-29,7853,709,1,0,0,0
14,3,2013-10-30,7254,716,1,0,0,0
14,4,2013-10-31,5944,638,1,0,0,0
14,5,2013-11-01,8059,855,1,0,0,0
14,6,2013-11-02,6753,689,1,0,0,0
14,7,2013-11-03,0,0,0,0,0,0
14,1,2013-11-04,9251,1087,1,0,0,0
14,2,2013-11-05,8751,874,1,1,0,0
14,3,2013-11-06,7988,936,1,1,0,0
14,4,2013-11-07,8476,853,1,1,0,0
14,5,2013-11-08,9020,869,1,1,0,0
14,6,2013-11-09,6582,676,1,1,0,0
14,7,2013-11-10,0,0,0,0,0,0
14,1,2013-11-11,9158,1134,1,1,0,0
14,2,2013-11-12,8279,832,1,1,0,0
14,3,2013-11-13,8324,1104,1,1,0,0
14,4,2013-11-14,7908,792,1,1,0,0
14,5,2013-11-15,9431,917,1,1,0,0
14,6,2013-11-16,6859,659,1,1,0,0
14,7,2013-11-17,0,0,0,0,0,0
14,1,2013-11-18,10693,1085,1,1,0,0
14,2,2013-11-19,7547,781,1,0,0,0
14,3,2013-11-20,6913,831,1,0,0,0
14,4,2013-11-21,6883,682,1,0,0,0
14,5,2013-11-22,7955,750,1,0,0,0
14,6,2013-11-23,6237,621,1,0,0,0
14,7,2013-11-24,0,0,0,0,0,0
14,1,2013-11-25,8257,818,1,0,0,0
14,2,2013-11-26,8298,787,1,0,0,0
14,3,2013-11-27,6820,654,1,0,0,0
14,4,2013-11-28,6949,673,1,0,0,0
14,5,2013-11-29,8778,1067,1,0,0,0
14,6,2013-11-30,6169,628,1,0,0,0
14,7,2013-12-01,0,0,0,0,0,0
14,1,2013-12-02,8516,824,1,0,0,0
14,2,2013-12-03,9179,926,1,1,0,0
14,3,2013-12-04,8129,757,1,1,0,0
14,4,2013-12-05,8395,1044,1,1,0,0
14,5,2013-12-06,8448,849,1,1,0,0
14,6,2013-12-07,7746,784,1,1,0,0
14,7,2013-12-08,0,0,0,0,0,0
14,1,2013-12-09,10450,974,1,1,0,0
14,2,2013-12-10,8768,998,1,1,0,0
14,3,2013-12-11,8814,823,1,1,0,0
14,4,2013-12-12,8988,885,1,1,0,0
14,5,2013-12-13,11024,1179,1,1,0,0
14,6,2013-12-14,8633,984,1,1,0,0
14,7,2013-12-15,0,0,0,0,0,0
14,1,2013-12-16,11856,1219,1,1,0,0
14,2,2013-12-17,8852,906,1,0,0,0
14,3,2013-12-18,7937,882,1,0,0,0
14,4,2013-12-19,8969,898,1,0,0,0
14,5,2013-12-20,11032,1202,1,0,0,1
14,6,2013-12-21,7404,707,1,0,0,1
14,7,2013-12-22,0,0,0,0,0,1
14,1,2013-12-23,10551,1192,1,0,0,1
14,2,2013-12-24,10371,1086,1,0,0,1
14,3,2013-12-25,0,0,0,0,c,1
14,4,2013-12-26,0,0,0,0,c,1
14,5,2013-12-27,10048,1194,1,0,0,1
14,6,2013-12-28,8596,843,1,0,0,1
14,7,2013-12-29,0,0,0,0,0,1
14,1,2013-12-30,10851,1123,1,0,0,1
14,2,2013-12-31,11043,1269,1,1,0,1
14,3,2014-01-01,0,0,0,1,a,1
14,4,2014-01-02,8165,891,1,1,0,1
14,5,2014-01-03,9322,912,1,1,0,1
14,6,2014-01-04,6109,655,1,1,0,1
14,7,2014-01-05,0,0,0,0,0,1
14,1,2014-01-06,9963,1014,1,1,0,1
14,2,2014-01-07,8409,973,1,1,0,0
14,3,2014-01-08,9484,867,1,1,0,0
14,4,2014-01-09,8556,887,1,1,0,0
14,5,2014-01-10,9104,1006,1,1,0,0
14,6,2014-01-11,7370,803,1,1,0,0
14,7,2014-01-12,0,0,0,0,0,0
14,1,2014-01-13,9108,885,1,1,0,0
14,2,2014-01-14,7609,866,1,0,0,0
14,3,2014-01-15,6872,747,1,0,0,0
14,4,2014-01-16,6328,669,1,0,0,0
14,5,2014-01-17,8108,755,1,0,0,0
14,6,2014-01-18,6462,627,1,0,0,0
14,7,2014-01-19,0,0,0,0,0,0
14,1,2014-01-20,9177,963,1,0,0,0
14,2,2014-01-21,7884,741,1,0,0,0
14,3,2014-01-22,6826,649,1,0,0,0
14,4,2014-01-23,7024,698,1,0,0,0
14,5,2014-01-24,9089,898,1,0,0,0
14,6,2014-01-25,5594,620,1,0,0,0
14,7,2014-01-26,0,0,0,0,0,0
14,1,2014-01-27,10217,1098,1,0,0,0
14,2,2014-01-28,8442,849,1,1,0,0
14,3,2014-01-29,8692,866,1,1,0,0
14,4,2014-01-30,8077,961,1,1,0,0
14,5,2014-01-31,9566,1011,1,1,0,0
14,6,2014-02-01,7285,754,1,1,0,0
14,7,2014-02-02,0,0,0,0,0,0
14,1,2014-02-03,10564,1116,1,1,0,0
14,2,2014-02-04,9498,888,1,1,0,0
14,3,2014-02-05,8278,937,1,1,0,0
14,4,2014-02-06,9252,1090,1,1,0,0
14,5,2014-02-07,10158,1125,1,1,0,0
14,6,2014-02-08,7085,702,1,1,0,0
14,7,2014-02-09,0,0,0,0,0,0
14,1,2014-02-10,11913,1193,1,1,0,0
14,2,2014-02-11,8139,796,1,0,0,0
14,3,2014-02-12,7791,803,1,0,0,0
14,4,2014-02-13,8451,930,1,0,0,0
14,5,2014-02-14,7602,869,1,0,0,0
14,6,2014-02-15,6500,766,1,0,0,0
14,7,2014-02-16,0,0,0,0,0,0
14,1,2014-02-17,8796,868,1,0,0,0
14,2,2014-02-18,7298,753,1,0,0,0
14,3,2014-02-19,7906,831,1,0,0,0
14,4,2014-02-20,7968,921,1,0,0,0
14,5,2014-02-21,7902,683,1,0,0,0
14,6,2014-02-22,5994,678,1,0,0,0
14,7,2014-02-23,0,0,0,0,0,0
14,1,2014-02-24,9576,929,1,0,0,0
14,2,2014-02-25,9265,972,1,1,0,0
14,3,2014-02-26,9647,1090,1,1,0,0
14,4,2014-02-27,8963,883,1,1,0,0
14,5,2014-02-28,11217,1331,1,1,0,0
14,6,2014-03-01,8053,739,1,1,0,0
14,7,2014-03-02,0,0,0,0,0,0
14,1,2014-03-03,10935,1176,1,1,0,0
14,2,2014-03-04,8995,1075,1,1,0,0
14,3,2014-03-05,8705,1015,1,1,0,0
14,4,2014-03-06,8600,909,1,1,0,0
14,5,2014-03-07,9011,818,1,1,0,0
14,6,2014-03-08,8052,831,1,1,0,0
14,7,2014-03-09,0,0,0,0,0,0
14,1,2014-03-10,10812,1102,1,1,0,0
14,2,2014-03-11,8685,762,1,0,0,0
14,3,2014-03-12,7638,835,1,0,0,0
14,4,2014-03-13,7866,732,1,0,0,0
14,5,2014-03-14,8722,950,1,0,0,0
14,6,2014-03-15,7240,810,1,0,0,0
14,7,2014-03-16,0,0,0,0,0,0
14,1,2014-03-17,9411,998,1,0,0,0
14,2,2014-03-18,7703,774,1,0,0,0
14,3,2014-03-19,7188,941,1,0,0,0
14,4,2014-03-20,8944,930,1,0,0,0
14,5,2014-03-21,8157,904,1,0,0,0
14,6,2014-03-22,7439,834,1,0,0,0
14,7,2014-03-23,0,0,0,0,0,0
14,1,2014-03-24,9551,1037,1,0,0,0
14,2,2014-03-25,10127,1114,1,1,0,0
14,3,2014-03-26,8962,979,1,1,0,0
14,4,2014-03-27,9903,1209,1,1,0,0
14,5,2014-03-28,10012,1045,1,1,0,0
14,6,2014-03-29,8134,917,1,1,0,0
14,7,2014-03-30,0,0,0,0,0,0
14,1,2014-03-31,11508,1270,1,1,0,0
14,2,2014-04-01,0,0,0,1,b,0
14,3,2014-04-02,9885,1037,1,1,0,0
14,4,2014-04-03,10211,1128,1,1,0,0
14,5,2014-04-04,10682,1281,1,1,0,0
14,6,2014-04-05,8489,966,1,1,0,0
14,7,2014-04-06,0,0,0,0,0,0
14,1,2014-04-07,11702,1124,1,1,0,0
14,2,2014-04-08,9470,899,1,0,0,0
14,3,2014-04-09,9236,868,1,0,0,0
14,4,2014-04-10,7934,879,1,0,0,0
14,5,2014-04-11,9583,909,1,0,0,0
14,6,2014-04-12,7905,805,1,0,0,0
14,7,2014-04-13,0,0,0,0,0,0
14,1,2014-04-14,12493,1389,1,0,0,0
14,2,2014-04-15,9536,1019,1,0,0,0
14,3,2014-04-16,8902,929,1,0,0,0
14,4,2014-04-17,8567,875,1,0,0,0
14,5,2014-04-18,9987,1051,1,0,0,0
14,6,2014-04-19,7140,774,1,0,0,0
14,7,2014-04-20,0,0,0,0,0,0
14,1,2014-04-21,10905,1159,1,0,0,0
14,2,2014-04-22,11121,1188,1,1,0,0
14,3,2014-04-23,9070,973,1,1,0,0
14,4,2014-04-24,10645,1131,1,1,0,0
14,5,2014-04-25,10092,1200,1,1,0,0
14,6,2014-04-26,8978,1032,1,1,0,0
14,7,2014-04-27,0,0,0,0,0,0
14,1,2014-04-28,13411,1640,1,1,0,0
